Dropbox	PubMed	28038683	Supplemental Table S6	Differentially abundant taxa (phylum‐OTU level) between controls and proximal or distal conventional adenoma cases, as detected by the DESeq function in the DESeq2 package. Models were adjusted for age, sex, categorical BMI, and study. All taxa with an FDR‐adjusted q<0.10 are included in the table.	q < 0.1	yes			case-control	Models adjusted for sex, age, categorical BMI and study. Colorectal polyps were identified at colonoscopy and confirmed by pathology 	excluded in NYU study particpants/long term	United States of America	human	stool	stool	adenoma	16S	V4	Illumina	09/05/2018	Marianthi Thomatos	Distal conventional adenoma cases vs. controls UP	UP	DESeq2	NA	YES	NA	NA	NA	YES																																																																																																										
Dropbox	PubMed	28038683	Supplemental Table S6	Differentially abundant taxa (phylum‐OTU level) between controls and proximal or distal conventional adenoma cases, as detected by the DESeq function in the DESeq2 package. Models were adjusted for age, sex, categorical BMI, and study. All taxa with an FDR‐adjusted q<0.10 are included in the table.	q < 0.1	yes			case-control	Models adjusted for sex, age, categorical BMI and study. Colorectal polyps were identified at colonoscopy and confirmed by pathology 	excluded in NYU study particpants/long term	United States of America	human	stool	stool	adenoma	16S	V4	Illumina	09/05/2018	Marianthi Thomatos	Distal conventional adenoma cases vs. controls DOWN	DOWN	DESeq2	NA	YES	NA	NA	NA	YES	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Clostridia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Mogibacteriaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g_CC_115	k__Bacteria|p__Synergistetes	k__Bacteria|p__Tenericutes|c__Mollicutes																																																																																															
Dropbox	PubMed	28038683	Supplemental Table S7	Differentially abundant taxa (phylum‐OTU level) between controls and non‐advanced or advanced conventional adenoma cases, as detected by the DESeq function in the DESeq2 package. Models were adjusted for age, sex, categorical BMI, and study. All taxa with an FDR‐adjusted q<0.10 are included in the table.	q < 0.1	yes			case-control	Models adjusted for sex, age, categorical BMI and study. Colorectal polyps were identified at colonoscopy and confirmed by pathology 	excluded in NYU study particpants/long term	United States of America	human	stool	stool	adenoma	16S	V4	Illumina	09/05/2018	Marianthi Thomatos	Non-advanced conventional adenoma cases vs. controls UP 	UP	DESeq2	NA	YES	NA	NA	NA	YES	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	k__Bacteria|p__Firmicutes|c__Bacilli	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_zeae	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Sutterella	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Sutterella																																																																																														
Dropbox	PubMed	28038683	Supplemental Table S7	Differentially abundant taxa (phylum‐OTU level) between controls and non‐advanced or advanced conventional adenoma cases, as detected by the DESeq function in the DESeq2 package. Models were adjusted for age, sex, categorical BMI, and study. All taxa with an FDR‐adjusted q<0.10 are included in the table.	q < 0.1	yes			case-control	Models adjusted for sex, age, categorical BMI and study. Colorectal polyps were identified at colonoscopy and confirmed by pathology 	excluded in NYU study particpants/long term	United States of America	human	stool	stool	adenoma	16S	V4	Illumina	09/05/2018	Marianthi Thomatos	Non-advanced conventional adenoma cases vs. controls DOWN	DOWN	DESeq2	NA	YES	NA	NA	NA	YES																																																																																																										
Dropbox	PubMed	28038683	Supplemental Table S7	Differentially abundant taxa (phylum‐OTU level) between controls and non‐advanced or advanced conventional adenoma cases, as detected by the DESeq function in the DESeq2 package. Models were adjusted for age, sex, categorical BMI, and study. All taxa with an FDR‐adjusted q<0.10 are included in the table.	q < 0.1	yes			case-control	Models adjusted for sex, age, categorical BMI and study. Colorectal polyps were identified at colonoscopy and confirmed by pathology 	excluded in NYU study particpants/long term	United States of America	human	stool	stool	adenoma	16S	V4	Illumina	09/05/2018	Marianthi Thomatos	advanced conventional adenoma cases vs. controls UP 	UP	DESeq2	NA	YES	NA	NA	NA	YES	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Acidothermaceae	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Tissierellaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptoniphilaceae|g__Finegoldia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus																																																																																														
Dropbox	PubMed	28038683	Supplemental Table S7	Differentially abundant taxa (phylum‐OTU level) between controls and non‐advanced or advanced conventional adenoma cases, as detected by the DESeq function in the DESeq2 package. Models were adjusted for age, sex, categorical BMI, and study. All taxa with an FDR‐adjusted q<0.10 are included in the table.	q < 0.1	yes			case-control	Models adjusted for sex, age, categorical BMI and study. Colorectal polyps were identified at colonoscopy and confirmed by pathology 	excluded in NYU study particpants/long term	United States of America	human	stool	stool	adenoma	16S	V4	Illumina	09/05/2018	Marianthi Thomatos	advanced conventional adenoma cases vs. controls DOWN	DOWN	DESeq2	NA	YES	NA	NA	NA	YES	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f_Barnesiellaceae	k__Bacteria|p__Cyanobacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnobacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__RF32	k__Bacteria|p__Tenericutes|c__Mollicutes|o__RF39																																																																																																		
Dropbox	PubMed	28173873	Table 3	Significant taxa by Wilcoxon signed-rank in paired tumor and normal tissue. Box plots representing relative abundances of taxa observed to be significantly different between tumor (orange) and adjacent normal (blue) samples by paired Wilcoxon signed-rank									human	oralcavity	throat	squamous cell carcinoma	16S	V4	Illumina		Nidhi Saini	squamous cell carcinoma cases vs. controls UP	UP								k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Acidothermaceae	k__Bacteria|p__Acidobacteria|c__Acidobacteriia	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces																																																																																																						
Dropbox	PubMed	27015276	Table 2 	Fecal microbes and metabolites independently associated with colorectal cancer									human	stool	stool	colorectal cancer	16S	V4	Illumina		Nidhi Saini	colorectal cancer cases vs. controls UP 	UP								k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	k__Bacteria|p__Firmicutes|c__Clostridia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae			k__Archaea																																																																																																			
Dropbox	PubMed	28125762	Table 1	Diet and Risk of Colorectal Cancer Subtypes Classified by F nucleatum									human	stool	stool	colorectal cancer					Nidhi Saini	colorectal cancer cases in prudent diet vs. western diet UP	UP								k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum																																																																																																									
Dropbox	PubMed	28125762	Table 1	Diet and Risk of Colorectal Cancer Subtypes Classified by F nucleatum									human	stool	stool	colorectal cancer					Nidhi Saini	colorectal cancer cases in prudent diet vs. western diet DOWN	DOWN								k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum																																																																																																									
Dropbox	PubMed																																																																																																																																							
Dropbox	PubMed	27625705	Table 2 and Fig 5	 Genera that are statistically signifcantly diferent between the two groups hcv patients and healthy participants  (non-parametric t test). All participants were male. No multiple test correction for p value.	p < 0.1 and LDA>2	no	8	6	case-control, retrospective sample collection	All males aging between 21and 65	3 months	Egypt	human	stool	stool	hepatitis	16S	V4	Illumina		Shaimaa Elsafoury	HCV genotype 4 patients vs. controls UP	UP	Kruskall-Wallis	NA	NO	NO	NO	NA	NA	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia	k__Bacteria|p__Bacteroidetes	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales																																																																																																
Dropbox	PubMed	27625705	Table 2 and Fig 5	 Genera that are statistically signifcantly diferent between the two groups hcv patients and healthy participants  (non-parametric t test). All participants were male. No multiple test correction for p value.	p < 0.1 and LDA>2	no	8	6	case-control, retrospective sample collection	All males aging between 21and 65	3 months	Egypt	human	stool	stool	hepatitis	16S	V4	Illumina		Shaimaa Elsafoury	HCV genotype 4 patients vs. controls DOWN	DOWN	Kruskall-Wallis	NA	YES	YES	YES	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	k__Bacteria|p__Actinobacteria	k__Bacteria|p__Actinobacteria|c__Actinobacteria	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	k__Bacteria|p__Tenericutes|c__Mollicutes	k__Bacteria|p__Tenericutes	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	f__victivallaceae	o__victivallales	p__lentisphareae																																																																																						
Dropbox	PubMed																																																																																																																																							
